date,division,rain_mm,temp_c,rh_pct,lon,lat
2025-11-19,Chittagong,0.0,22.04,82.27,91.40585777699802,22.87576454745377
2025-11-20,Chittagong,0.0,21.15,81.05,91.40585777699802,22.87576454745377
2025-11-21,Chittagong,0.0,20.75,77.71,91.40585777699802,22.87576454745377
2025-11-22,Chittagong,0.0,20.19,80.23,91.40585777699802,22.87576454745377
2025-11-23,Chittagong,0.0,19.67,81.31,91.40585777699802,22.87576454745377
2025-11-24,Chittagong,0.0,18.81,86.2,91.40585777699802,22.87576454745377
2025-11-25,Chittagong,0.0,19.24,83.41,91.40585777699802,22.87576454745377
2025-11-26,Chittagong,0.0,19.42,81.68,91.40585777699802,22.87576454745377
2025-11-27,Chittagong,0.0,19.99,84.02,91.40585777699802,22.87576454745377
2025-11-28,Chittagong,0.0,20.08,84.12,91.40585777699802,22.87576454745377
2025-11-29,Chittagong,0.0,19.97,75.83,91.40585777699802,22.87576454745377
2025-11-30,Chittagong,0.0,19.73,72.14,91.40585777699802,22.87576454745377
2025-12-01,Chittagong,0.0,19.37,84.31,91.40585777699802,22.87576454745377
2025-12-02,Chittagong,0.0,19.58,86.56,91.40585777699802,22.87576454745377
2025-12-03,Chittagong,0.0,18.32,83.86,91.40585777699802,22.87576454745377
2025-12-04,Chittagong,0.0,17.87,85.68,91.40585777699802,22.87576454745377
2025-12-05,Chittagong,0.0,18.23,86.39,91.40585777699802,22.87576454745377
2025-12-06,Chittagong,0.0,17.46,81.62,91.40585777699802,22.87576454745377
2025-12-07,Chittagong,0.0,17.09,82.7,91.40585777699802,22.87576454745377
2025-12-08,Chittagong,0.0,17.65,80.03,91.40585777699802,22.87576454745377
2025-12-09,Chittagong,0.0,18.52,74.35,91.40585777699802,22.87576454745377
2025-12-10,Chittagong,0.0,18.35,78.66,91.40585777699802,22.87576454745377
2025-12-11,Chittagong,0.0,17.8,81.89,91.40585777699802,22.87576454745377
2025-12-12,Chittagong,0.0,19.01,75.21,91.40585777699802,22.87576454745377
2025-12-13,Chittagong,0.0,19.32,78.73,91.40585777699802,22.87576454745377
2025-12-14,Chittagong,0.0,19.44,79.96,91.40585777699802,22.87576454745377
2025-12-15,Chittagong,0.12,18.92,79.85,91.40585777699802,22.87576454745377
2025-12-16,Chittagong,7.57,18.94,77.05,91.40585777699802,22.87576454745377
2025-12-17,Chittagong,0.0,18.1,80.75,91.40585777699802,22.87576454745377
2025-12-18,Chittagong,0.0,20.08,79.22,91.40585777699802,22.87576454745377
2025-12-19,Chittagong,0.0,19.75,80.61,91.40585777699802,22.87576454745377
2025-12-20,Chittagong,0.0,19.57,78.95,91.40585777699802,22.87576454745377
2025-12-21,Chittagong,0.0,18.43,83.82,91.40585777699802,22.87576454745377
2025-12-22,Chittagong,0.0,18.28,84.03,91.40585777699802,22.87576454745377
2025-12-23,Chittagong,0.0,17.82,84.29,91.40585777699802,22.87576454745377
2025-12-24,Chittagong,0.0,16.99,86.25,91.40585777699802,22.87576454745377
2025-12-25,Chittagong,0.0,15.63,83.59,91.40585777699802,22.87576454745377
2025-12-26,Chittagong,0.0,15.3,83.27,91.40585777699802,22.87576454745377
2025-12-27,Chittagong,0.0,15.62,82.64,91.40585777699802,22.87576454745377
2025-12-28,Chittagong,0.0,15.56,85.78,91.40585777699802,22.87576454745377
2025-12-29,Chittagong,0.0,14.63,87.7,91.40585777699802,22.87576454745377
2025-12-30,Chittagong,0.02,13.91,88.74,91.40585777699802,22.87576454745377
2025-12-31,Chittagong,0.0,13.66,87.0,91.40585777699802,22.87576454745377
2026-01-01,Chittagong,0.0,15.11,85.81,91.40585777699802,22.87576454745377
2026-01-02,Chittagong,0.0,15.35,85.49,91.40585777699802,22.87576454745377
2026-01-03,Chittagong,0.0,15.48,83.78,91.40585777699802,22.87576454745377
2026-01-04,Chittagong,0.0,14.82,84.35,91.40585777699802,22.87576454745377
2026-01-05,Chittagong,0.0,13.68,85.65,91.40585777699802,22.87576454745377
2026-01-06,Chittagong,0.0,13.43,85.86,91.40585777699802,22.87576454745377
2026-01-07,Chittagong,0.0,14.11,83.53,91.40585777699802,22.87576454745377
2026-01-08,Chittagong,0.0,14.56,80.46,91.40585777699802,22.87576454745377
2026-01-09,Chittagong,0.0,15.79,76.36,91.40585777699802,22.87576454745377
2026-01-10,Chittagong,0.0,16.1,80.43,91.40585777699802,22.87576454745377
2026-01-11,Chittagong,0.0,16.67,84.65,91.40585777699802,22.87576454745377
2026-01-12,Chittagong,0.06,16.7,84.94,91.40585777699802,22.87576454745377
2026-01-13,Chittagong,0.0,17.15,83.83,91.40585777699802,22.87576454745377
2026-01-14,Chittagong,0.0,17.04,82.53,91.40585777699802,22.87576454745377
2026-01-15,Chittagong,0.0,17.24,82.27,91.40585777699802,22.87576454745377
2026-01-16,Chittagong,0.0,16.81,82.65,91.40585777699802,22.87576454745377
2026-01-17,Chittagong,0.0,17.24,82.75,91.40585777699802,22.87576454745377
2026-01-18,Chittagong,0.0,18.25,76.84,91.40585777699802,22.87576454745377
2026-01-19,Chittagong,0.0,18.11,76.29,91.40585777699802,22.87576454745377
2026-01-20,Chittagong,0.0,18.14,76.9,91.40585777699802,22.87576454745377
2026-01-21,Chittagong,0.0,17.59,73.93,91.40585777699802,22.87576454745377
2026-01-22,Chittagong,0.0,16.9,73.35,91.40585777699802,22.87576454745377
2026-01-23,Chittagong,0.0,17.28,71.28,91.40585777699802,22.87576454745377
2026-01-24,Chittagong,0.0,17.62,68.8,91.40585777699802,22.87576454745377
2026-01-25,Chittagong,0.0,16.97,74.08,91.40585777699802,22.87576454745377
2026-01-26,Chittagong,0.0,17.41,77.37,91.40585777699802,22.87576454745377
2026-01-27,Chittagong,0.0,17.67,73.72,91.40585777699802,22.87576454745377
2026-01-28,Chittagong,0.0,18.64,66.08,91.40585777699802,22.87576454745377
2026-01-29,Chittagong,0.0,19.31,68.96,91.40585777699802,22.87576454745377
2026-01-30,Chittagong,0.0,18.61,78.42,91.40585777699802,22.87576454745377
2026-01-31,Chittagong,0.0,17.91,73.71,91.40585777699802,22.87576454745377
2026-02-01,Chittagong,0.0,17.68,77.23,91.40585777699802,22.87576454745377
2026-02-02,Chittagong,0.0,18.53,73.98,91.40585777699802,22.87576454745377
2026-02-03,Chittagong,0.0,19.45,65.89,91.40585777699802,22.87576454745377
2026-02-04,Chittagong,0.0,19.2,69.61,91.40585777699802,22.87576454745377
2026-02-05,Chittagong,0.0,18.85,66.79,91.40585777699802,22.87576454745377
2026-02-06,Chittagong,0.0,17.04,64.07,91.40585777699802,22.87576454745377
2026-02-07,Chittagong,0.0,16.3,68.96,91.40585777699802,22.87576454745377
2026-02-08,Chittagong,0.0,17.0,70.01,91.40585777699802,22.87576454745377
2026-02-09,Chittagong,0.0,17.54,63.3,91.40585777699802,22.87576454745377
2026-02-10,Chittagong,0.0,18.04,62.36,91.40585777699802,22.87576454745377
2026-02-11,Chittagong,0.0,19.11,66.71,91.40585777699802,22.87576454745377
2026-02-12,Chittagong,0.0,18.71,66.73,91.40585777699802,22.87576454745377
2026-02-13,Chittagong,0.0,18.56,63.04,91.40585777699802,22.87576454745377
2026-02-14,Chittagong,0.0,19.4,61.7,91.40585777699802,22.87576454745377
2026-02-15,Chittagong,0.0,19.29,59.81,91.40585777699802,22.87576454745377
2026-02-16,Chittagong,0.0,19.26,60.47,91.40585777699802,22.87576454745377
2026-02-17,Chittagong,0.0,20.72,59.4,91.40585777699802,22.87576454745377
2026-02-18,Chittagong,0.62,22.62,48.3,91.40585777699802,22.87576454745377
2026-02-19,Chittagong,0.0,22.69,44.33,91.40585777699802,22.87576454745377
2026-02-20,Chittagong,0.0,23.32,47.29,91.40585777699802,22.87576454745377
2026-02-21,Chittagong,0.0,22.58,54.97,91.40585777699802,22.87576454745377
2026-02-22,Chittagong,0.0,23.46,53.45,91.40585777699802,22.87576454745377
2026-02-23,Chittagong,0.0,24.7,51.98,91.40585777699802,22.87576454745377
2026-02-24,Chittagong,0.01,23.84,60.66,91.40585777699802,22.87576454745377
2026-02-25,Chittagong,0.0,23.72,58.67,91.40585777699802,22.87576454745377
2026-02-26,Chittagong,0.03,22.95,52.79,91.40585777699802,22.87576454745377
2026-02-27,Chittagong,0.0,23.26,45.62,91.40585777699802,22.87576454745377
2026-02-28,Chittagong,0.0,22.73,66.63,91.40585777699802,22.87576454745377
2026-03-01,Chittagong,0.0,23.37,75.69,91.40585777699802,22.87576454745377
2026-03-02,Chittagong,0.14,24.76,76.04,91.40585777699802,22.87576454745377
2026-03-03,Chittagong,0.46,25.72,63.81,91.40585777699802,22.87576454745377
2026-03-04,Chittagong,0.54,24.62,46.25,91.40585777699802,22.87576454745377
2026-03-05,Chittagong,0.0,24.65,46.79,91.40585777699802,22.87576454745377
2026-03-06,Chittagong,0.0,24.93,65.6,91.40585777699802,22.87576454745377
2026-03-07,Chittagong,0.0,24.55,75.29,91.40585777699802,22.87576454745377
2026-03-08,Chittagong,0.01,24.35,74.74,91.40585777699802,22.87576454745377
2026-03-09,Chittagong,1.2,24.68,74.68,91.40585777699802,22.87576454745377
2026-03-10,Chittagong,1.16,26.39,69.02,91.40585777699802,22.87576454745377
2026-03-11,Chittagong,0.95,26.22,72.55,91.40585777699802,22.87576454745377
2026-03-12,Chittagong,0.35,25.8,72.19,91.40585777699802,22.87576454745377
2026-03-13,Chittagong,4.83,25.55,79.47,91.40585777699802,22.87576454745377
2026-03-14,Chittagong,1.72,26.07,76.31,91.40585777699802,22.87576454745377
2026-03-15,Chittagong,0.17,25.89,75.78,91.40585777699802,22.87576454745377
2026-03-16,Chittagong,2.16,25.14,78.23,91.40585777699802,22.87576454745377
2026-03-17,Chittagong,5.34,24.93,79.93,91.40585777699802,22.87576454745377
2026-03-18,Chittagong,5.09,24.93,80.24,91.40585777699802,22.87576454745377
2026-03-19,Chittagong,4.24,24.53,78.87,91.40585777699802,22.87576454745377
2026-03-20,Chittagong,9.51,24.84,77.07,91.40585777699802,22.87576454745377
2026-03-21,Chittagong,5.17,22.98,73.27,91.40585777699802,22.87576454745377
2026-03-22,Chittagong,7.44,22.4,73.53,91.40585777699802,22.87576454745377
2026-03-23,Chittagong,0.07,24.03,62.93,91.40585777699802,22.87576454745377
2026-03-24,Chittagong,0.21,25.15,62.29,91.40585777699802,22.87576454745377
2026-03-25,Chittagong,0.31,25.99,69.5,91.40585777699802,22.87576454745377
2026-03-26,Chittagong,0.83,27.25,65.08,91.40585777699802,22.87576454745377
2026-03-27,Chittagong,0.52,27.57,64.6,91.40585777699802,22.87576454745377
2026-03-28,Chittagong,1.03,26.95,69.8,91.40585777699802,22.87576454745377
2026-03-29,Chittagong,0.27,26.75,66.94,91.40585777699802,22.87576454745377
2026-03-30,Chittagong,0.46,27.41,74.26,91.40585777699802,22.87576454745377
2026-03-31,Chittagong,6.54,26.72,75.02,91.40585777699802,22.87576454745377
2026-04-01,Chittagong,2.46,27.29,72.45,91.40585777699802,22.87576454745377
2026-04-02,Chittagong,3.02,28.38,72.69,91.40585777699802,22.87576454745377
2026-04-03,Chittagong,0.31,29.07,70.67,91.40585777699802,22.87576454745377
2026-04-04,Chittagong,4.15,29.0,71.52,91.40585777699802,22.87576454745377
2026-04-05,Chittagong,5.92,27.38,75.14,91.40585777699802,22.87576454745377
2026-04-06,Chittagong,2.64,27.97,61.0,91.40585777699802,22.87576454745377
2026-04-07,Chittagong,18.6,25.89,77.51,91.40585777699802,22.87576454745377
2026-04-08,Chittagong,11.74,26.35,69.86,91.40585777699802,22.87576454745377
2026-04-09,Chittagong,19.57,25.12,81.37,91.40585777699802,22.87576454745377
2026-04-10,Chittagong,1.35,25.83,72.07,91.40585777699802,22.87576454745377
2026-04-11,Chittagong,0.83,26.61,74.53,91.40585777699802,22.87576454745377
2026-04-12,Chittagong,0.0,27.72,73.16,91.40585777699802,22.87576454745377
2026-04-13,Chittagong,0.03,27.88,76.01,91.40585777699802,22.87576454745377
2026-04-14,Chittagong,0.59,27.93,76.35,91.40585777699802,22.87576454745377
2026-04-15,Chittagong,0.45,28.52,74.87,91.40585777699802,22.87576454745377
2026-04-16,Chittagong,0.42,28.6,73.31,91.40585777699802,22.87576454745377
2026-04-17,Chittagong,0.4,29.1,71.19,91.40585777699802,22.87576454745377
2026-04-18,Chittagong,0.22,28.94,72.39,91.40585777699802,22.87576454745377
2026-04-19,Chittagong,1.21,28.85,76.63,91.40585777699802,22.87576454745377
2026-04-20,Chittagong,0.22,29.0,75.58,91.40585777699802,22.87576454745377
2026-04-21,Chittagong,0.01,28.84,77.17,91.40585777699802,22.87576454745377
2026-04-22,Chittagong,0.07,28.59,79.18,91.40585777699802,22.87576454745377
2026-04-23,Chittagong,0.09,29.19,75.01,91.40585777699802,22.87576454745377
2026-04-24,Chittagong,0.05,29.66,71.86,91.40585777699802,22.87576454745377
2026-04-25,Chittagong,0.04,28.58,77.76,91.40585777699802,22.87576454745377
2026-04-26,Chittagong,2.78,28.36,75.64,91.40585777699802,22.87576454745377
2026-04-27,Chittagong,31.32,27.7,80.75,91.40585777699802,22.87576454745377
2026-04-28,Chittagong,67.4,27.16,88.82,91.40585777699802,22.87576454745377
2026-04-29,Chittagong,52.11,25.94,92.2,91.40585777699802,22.87576454745377
2026-04-30,Chittagong,22.49,24.99,89.9,91.40585777699802,22.87576454745377
2026-05-01,Chittagong,14.18,24.95,89.45,91.40585777699802,22.87576454745377
2026-05-02,Chittagong,16.51,26.21,86.38,91.40585777699802,22.87576454745377
2026-05-03,Chittagong,36.97,26.57,89.03,91.40585777699802,22.87576454745377
2026-05-04,Chittagong,15.6,26.64,86.27,91.40585777699802,22.87576454745377
2026-05-05,Chittagong,4.7,26.24,83.29,91.40585777699802,22.87576454745377
2026-05-06,Chittagong,7.83,26.86,83.52,91.40585777699802,22.87576454745377
2026-05-07,Chittagong,6.93,27.51,77.44,91.40585777699802,22.87576454745377
2026-05-08,Chittagong,0.46,27.32,76.27,91.40585777699802,22.87576454745377
2026-05-09,Chittagong,0.24,27.05,77.89,91.40585777699802,22.87576454745377
2026-05-10,Chittagong,1.48,27.17,78.38,91.40585777699802,22.87576454745377
2026-05-11,Chittagong,18.65,26.24,81.97,91.40585777699802,22.87576454745377
2026-05-12,Chittagong,2.75,26.62,82.18,91.40585777699802,22.87576454745377
2026-05-13,Chittagong,2.02,26.95,84.87,91.40585777699802,22.87576454745377
2026-05-14,Chittagong,18.18,27.79,86.22,91.40585777699802,22.87576454745377
2026-05-15,Chittagong,9.02,28.16,87.67,91.40585777699802,22.87576454745377
2026-05-16,Chittagong,11.06,28.06,88.16,91.40585777699802,22.87576454745377
2026-05-17,Chittagong,6.25,28.36,86.41,91.40585777699802,22.87576454745377
2026-05-18,Chittagong,10.21,28.43,86.71,91.40585777699802,22.87576454745377
2026-05-19,Chittagong,11.45,28.42,87.55,91.40585777699802,22.87576454745377
2026-05-20,Chittagong,1.94,28.57,84.29,91.40585777699802,22.87576454745377
2026-05-21,Chittagong,3.04,29.19,86.98,91.40585777699802,22.87576454745377
2026-05-22,Chittagong,6.66,29.14,89.12,91.40585777699802,22.87576454745377
2026-05-23,Chittagong,19.58,28.84,90.97,91.40585777699802,22.87576454745377
2026-05-24,Chittagong,14.54,28.83,91.04,91.40585777699802,22.87576454745377
2026-05-25,Chittagong,58.75,28.4,91.16,91.40585777699802,22.87576454745377
2026-05-26,Chittagong,57.54,28.3,89.38,91.40585777699802,22.87576454745377
2026-05-27,Chittagong,19.88,28.0,87.71,91.40585777699802,22.87576454745377
2026-05-28,Chittagong,31.49,27.3,88.42,91.40585777699802,22.87576454745377
2026-05-29,Chittagong,7.54,28.38,83.99,91.40585777699802,22.87576454745377
2026-05-30,Chittagong,9.2,29.45,78.18,91.40585777699802,22.87576454745377
2026-05-31,Chittagong,2.45,28.93,83.21,91.40585777699802,22.87576454745377
2026-06-01,Chittagong,2.62,28.81,86.03,91.40585777699802,22.87576454745377
2026-06-02,Chittagong,9.28,29.0,85.29,91.40585777699802,22.87576454745377
2026-06-03,Chittagong,0.24,28.98,86.88,91.40585777699802,22.87576454745377
2026-06-04,Chittagong,1.1,28.86,87.24,91.40585777699802,22.87576454745377
2026-06-05,Chittagong,3.84,28.74,91.05,91.40585777699802,22.87576454745377
2026-06-06,Chittagong,13.76,28.54,90.41,91.40585777699802,22.87576454745377
2026-06-07,Chittagong,19.35,28.22,90.81,91.40585777699802,22.87576454745377
2026-06-08,Chittagong,9.5,28.02,90.73,91.40585777699802,22.87576454745377
2026-06-09,Chittagong,12.49,28.12,91.11,91.40585777699802,22.87576454745377
2026-06-10,Chittagong,40.38,27.93,91.34,91.40585777699802,22.87576454745377
2026-06-11,Chittagong,3.47,27.99,90.04,91.40585777699802,22.87576454745377
2026-06-12,Chittagong,52.53,28.04,87.07,91.40585777699802,22.87576454745377
2026-06-13,Chittagong,13.52,27.75,89.22,91.40585777699802,22.87576454745377
2026-06-14,Chittagong,25.18,28.13,89.62,91.40585777699802,22.87576454745377
2026-06-15,Chittagong,5.47,27.93,87.89,91.40585777699802,22.87576454745377
2026-06-16,Chittagong,22.97,28.24,87.88,91.40585777699802,22.87576454745377
2026-06-17,Chittagong,17.64,28.31,87.34,91.40585777699802,22.87576454745377
2026-06-18,Chittagong,15.82,28.4,89.47,91.40585777699802,22.87576454745377
2026-06-19,Chittagong,21.03,28.21,89.69,91.40585777699802,22.87576454745377
2026-06-20,Chittagong,5.75,27.97,90.15,91.40585777699802,22.87576454745377
2026-06-21,Chittagong,26.28,27.68,92.29,91.40585777699802,22.87576454745377
2026-06-22,Chittagong,14.96,27.53,92.09,91.40585777699802,22.87576454745377
2026-06-23,Chittagong,5.54,27.79,88.5,91.40585777699802,22.87576454745377
2026-06-24,Chittagong,8.63,27.68,88.62,91.40585777699802,22.87576454745377
2026-06-25,Chittagong,12.61,27.83,87.59,91.40585777699802,22.87576454745377
2026-06-26,Chittagong,11.44,28.06,88.06,91.40585777699802,22.87576454745377
2026-06-27,Chittagong,3.19,28.35,88.46,91.40585777699802,22.87576454745377
2026-06-28,Chittagong,27.51,28.59,89.64,91.40585777699802,22.87576454745377
2026-06-29,Chittagong,17.79,28.62,92.01,91.40585777699802,22.87576454745377
2026-06-30,Chittagong,15.69,28.79,87.45,91.40585777699802,22.87576454745377
2026-07-01,Chittagong,11.99,27.9,89.4,91.40585777699802,22.87576454745377
2026-07-02,Chittagong,24.58,28.48,89.83,91.40585777699802,22.87576454745377
2026-07-03,Chittagong,4.5,28.19,92.22,91.40585777699802,22.87576454745377
2026-07-04,Chittagong,20.85,27.92,93.03,91.40585777699802,22.87576454745377
2026-07-05,Chittagong,36.21,27.63,94.32,91.40585777699802,22.87576454745377
2026-07-06,Chittagong,49.31,27.83,93.72,91.40585777699802,22.87576454745377
2026-07-07,Chittagong,106.28,27.91,93.62,91.40585777699802,22.87576454745377
2026-07-08,Chittagong,57.58,28.09,92.91,91.40585777699802,22.87576454745377
2026-07-09,Chittagong,40.84,28.23,91.92,91.40585777699802,22.87576454745377
2026-07-10,Chittagong,76.65,27.88,93.87,91.40585777699802,22.87576454745377
2026-07-11,Chittagong,27.9,28.04,92.94,91.40585777699802,22.87576454745377
2026-07-12,Chittagong,33.34,27.88,94.74,91.40585777699802,22.87576454745377
2026-07-13,Chittagong,52.44,27.43,92.05,91.40585777699802,22.87576454745377
2026-07-14,Chittagong,4.56,28.72,87.01,91.40585777699802,22.87576454745377
2026-07-15,Chittagong,9.01,27.84,90.56,91.40585777699802,22.87576454745377
2026-07-16,Chittagong,23.8,27.43,91.91,91.40585777699802,22.87576454745377
2026-07-17,Chittagong,31.73,27.47,92.68,91.40585777699802,22.87576454745377
2026-07-18,Chittagong,16.65,27.92,91.23,91.40585777699802,22.87576454745377
2026-07-19,Chittagong,23.95,27.89,92.08,91.40585777699802,22.87576454745377
2026-07-20,Chittagong,25.1,27.45,93.08,91.40585777699802,22.87576454745377
2026-07-21,Chittagong,14.78,27.04,94.22,91.40585777699802,22.87576454745377
2026-07-22,Chittagong,31.85,27.23,94.34,91.40585777699802,22.87576454745377
2026-07-23,Chittagong,26.07,27.19,90.94,91.40585777699802,22.87576454745377
2026-07-24,Chittagong,16.56,27.33,90.52,91.40585777699802,22.87576454745377
2026-07-25,Chittagong,9.7,27.42,90.57,91.40585777699802,22.87576454745377
2026-07-26,Chittagong,4.04,27.39,90.44,91.40585777699802,22.87576454745377
2026-07-27,Chittagong,13.21,27.48,91.53,91.40585777699802,22.87576454745377
2026-07-28,Chittagong,10.95,27.64,90.39,91.40585777699802,22.87576454745377
2026-07-29,Chittagong,31.45,27.53,91.25,91.40585777699802,22.87576454745377
2026-07-30,Chittagong,30.87,27.8,91.31,91.40585777699802,22.87576454745377
2026-07-31,Chittagong,19.58,27.54,92.02,91.40585777699802,22.87576454745377
2026-08-01,Chittagong,6.17,27.9,90.18,91.40585777699802,22.87576454745377
2026-08-02,Chittagong,10.25,27.53,93.01,91.40585777699802,22.87576454745377
2026-08-03,Chittagong,7.83,28.13,89.98,91.40585777699802,22.87576454745377
2026-08-04,Chittagong,11.5,28.13,89.93,91.40585777699802,22.87576454745377
2026-08-05,Chittagong,9.32,27.84,91.62,91.40585777699802,22.87576454745377
2026-08-06,Chittagong,23.03,26.93,95.92,91.40585777699802,22.87576454745377
2026-08-07,Chittagong,28.33,26.28,94.36,91.40585777699802,22.87576454745377
2026-08-08,Chittagong,22.66,27.59,90.81,91.40585777699802,22.87576454745377
2026-08-09,Chittagong,6.75,27.86,89.02,91.40585777699802,22.87576454745377
2026-08-10,Chittagong,13.89,27.86,89.32,91.40585777699802,22.87576454745377
2026-08-11,Chittagong,14.77,28.88,88.39,91.40585777699802,22.87576454745377
2026-08-12,Chittagong,8.57,28.05,89.63,91.40585777699802,22.87576454745377
2026-08-13,Chittagong,10.01,27.52,90.61,91.40585777699802,22.87576454745377
2026-08-14,Chittagong,9.32,27.9,89.44,91.40585777699802,22.87576454745377
2026-08-15,Chittagong,14.26,27.63,92.45,91.40585777699802,22.87576454745377
2026-08-16,Chittagong,26.93,27.23,91.0,91.40585777699802,22.87576454745377
2026-08-17,Chittagong,39.69,27.09,93.01,91.40585777699802,22.87576454745377
2026-08-18,Chittagong,13.26,27.56,91.85,91.40585777699802,22.87576454745377
2026-08-19,Chittagong,5.76,27.91,90.4,91.40585777699802,22.87576454745377
2026-08-20,Chittagong,7.59,28.13,90.0,91.40585777699802,22.87576454745377
2026-08-21,Chittagong,6.15,28.69,88.46,91.40585777699802,22.87576454745377
2026-08-22,Chittagong,9.61,28.67,88.89,91.40585777699802,22.87576454745377
2026-08-23,Chittagong,10.34,27.99,89.72,91.40585777699802,22.87576454745377
2026-08-24,Chittagong,12.29,27.51,90.94,91.40585777699802,22.87576454745377
2026-08-25,Chittagong,12.8,27.57,90.98,91.40585777699802,22.87576454745377
2026-08-26,Chittagong,7.77,28.06,89.89,91.40585777699802,22.87576454745377
2026-08-27,Chittagong,4.55,28.52,89.35,91.40585777699802,22.87576454745377
2026-08-28,Chittagong,2.5,27.12,92.87,91.40585777699802,22.87576454745377
2026-08-29,Chittagong,4.01,28.45,88.45,91.40585777699802,22.87576454745377
2026-08-30,Chittagong,7.24,27.78,89.94,91.40585777699802,22.87576454745377
2026-08-31,Chittagong,7.25,27.83,89.39,91.40585777699802,22.87576454745377
2026-09-01,Chittagong,9.09,27.49,90.32,91.40585777699802,22.87576454745377
2026-09-02,Chittagong,15.8,26.94,91.61,91.40585777699802,22.87576454745377
2026-09-03,Chittagong,47.42,26.63,92.74,91.40585777699802,22.87576454745377
2026-09-04,Chittagong,5.48,26.98,91.82,91.40585777699802,22.87576454745377
2026-09-05,Chittagong,5.06,27.11,91.88,91.40585777699802,22.87576454745377
2026-09-06,Chittagong,7.18,27.89,89.47,91.40585777699802,22.87576454745377
2026-09-07,Chittagong,4.8,28.24,89.73,91.40585777699802,22.87576454745377
2026-09-08,Chittagong,8.16,28.55,90.33,91.40585777699802,22.87576454745377
2026-09-09,Chittagong,5.39,28.12,92.1,91.40585777699802,22.87576454745377
2026-09-10,Chittagong,5.08,28.53,88.48,91.40585777699802,22.87576454745377
